Systematic Name,Half-life [min],R2
YNL267W,17,0.99
YMR013C,17,0.99
YER099C,17,0.99
YER143W,17,0.99
YBR121C,17,0.99
YDR483W,17,0.99
YBR216C,17,0.99
YML106W,17,0.99
YMR180C,17,0.99
YNL095C,17,0.99
YGL125W,17,0.99
YNL329C,17,0.99
YDR061W,17,0.99
YLR153C,17,0.99
YML096W,17,0.99
YDR348C,17,0.99
YBL011W,17,0.99
YKL079W,17,0.99
YOL004W,17,0.99
YGL004C,17,0.99
YGL001C,17,0.99
YJL076W,17,0.99
YOR285W,17,0.99
YML067C,17,0.99
YML082W,17,0.99
YJR088C,17,0.99
YBR041W,17,0.99
YER177W,17,0.99
YOR227W,17,0.99
YMR314W,17,0.99
YGR167W,17,0.99
YJR125C,17,0.99
YCR077C,17,0.99
YBL019W,17,0.99
YNL243W,17,0.99
YCL014W,17,0.99
YJR049C,17,0.99
YOR363C,17,0.99
YPL172C,17,0.99
YAL064C-A,17,0.99
YGR277C,17,0.99
YGL083W,17,0.99
YNL230C,17,0.99
YGR283C,17,0.99
YKL191W,17,0.99
YLR421C,17,0.99
YDR490C,17,0.99
YKL019W,17,0.99
YAL007C,17,0.99
YAL058W,17,0.99
YMR115W,17,0.99
YLR263W,17,0.99
YKL134C,17,0.99
YDR473C,17,0.99
YKL114C,17,0.99
YMR269W,17,0.99
YHR167W,17,0.99
YIL019W,17,0.99
YPL023C,17,0.99
YMR171C,17,0.99
YHR063C,17,0.99
YCR107W,17,0.99
YJL110C,17,0.99
YMR301C,17,0.99
YER122C,17,0.99
YKL222C,17,0.99
YOL097C,17,0.99
YKL020C,17,0.99
YFL047W,17,0.99
YOL044W,17,0.99
YOR250C,17,0.99
YBR290W,17,0.99
YHR003C,17,0.99
YLR242C,17,0.99
YKR055W,17,0.99
YOR095C,17,0.99
YER151C,17,0.99
YOR362C,17,0.99
YDR164C,17,0.99
YIL005W,17,0.99
YFR050C,17,0.99
YDR003W,17,0.99
YPR095C,17,0.99
YDR306C,17,0.99
YDL051W,17,0.99
YNL307C,17,0.99
YDR143C,17,0.99
YGL044C,17,0.99
YPR003C,17,0.99
YLR105C,17,0.99
YCR082W,17,0.99
YDL134C,17,0.99
YKL040C,17,0.99
YGR048W,17,0.99
YJR092W,17,0.99
YOL003C,17,0.99
YGR175C,17,0.99
YEL071W,17,0.99
YDR128W,17,0.99
YKR100C,17,0.99
YIR031C,17,0.99
YJL148W,17,0.99
YLR378C,17,0.99
YGL161C,17,0.99
YJR136C,17,0.99
YAL031C,17,0.99
YDR262W,17,0.99
YDL084W,17,0.99
YJR143C,17,0.99
YIL047C,17,0.99
YER034W,17,0.99
YDL188C,17,0.99
YPL105C,17,0.99
YOR261C,17,0.99
YML113W,17,0.99
YGL023C,17,0.99
YNR006W,17,0.99
YKR084C,17,0.99
YNL054W,17,0.99
YDL080C,17,0.99
YOR340C,17,0.99
YOR294W,17,0.99
YGL021W,17,0.99
YGL186C,17,0.99
YKL051W,17,0.99
YCL063W,17,0.99
YOR245C,17,0.99
YCR067C,17,0.99
YDL200C,17,0.99
YNL190W,17,0.99
YBR211C,17,0.99
YOL009C,17,0.99
YOL068C,17,0.99
YBR179C,17,0.99
YPL214C,17,0.99
YJR124C,17,0.99
YIR005W,17,0.99
YNL038W,17,0.99
YIL122W,17,0.99
YPL003W,17,0.99
YPR068C,17,0.99
YGL190C,17,0.99
YNL079C,17,0.99
YNL249C,17,0.99
YLR335W,17,0.99
YLL036C,17,0.99
YMR005W,17,0.99
YOL060C,17,0.99
YBR159W,17,0.99
YOL115W,17,0.99
YGL244W,17,0.99
YHR182W,17,0.99
YDR282C,17,0.99
YKL127W,17,0.99
YCR044C,17,0.99
YGL216W,17,0.99
YDR420W,17,0.99
YNL009W,17,0.99
YHR205W,17,0.99
YER173W,17,0.99
YPL181W,17,0.99
YGL153W,17,0.99
YKL184W,17,0.99
YJR051W,17,0.99
YLR455W,17,0.99
YGL066W,17,0.99
YPR109W,17,0.99
YDR245W,17,0.99
YPL047W,17,0.99
YFR022W,17,0.99
YBR288C,17,0.99
YHR150W,17,0.99
YJL029C,17,0.99
YMR276W,17,0.99
YOR046C,17,0.99
YDL128W,17,0.99
YDR302W,17,0.99
YFR026C,17,0.99
YLR244C,17,0.99
YPR088C,17,0.99
YDR524C,17,0.99
YOR241W,17,0.99
YOR138C,17,0.99
YDR190C,17,0.99
YNR043W,17,0.99
YJR007W,17,0.99
YEL012W,17,1
YDR239C,17,1
YGL100W,17,1
YPL156C,17,1
YER005W,17,1
YDR472W,17,1
YLR026C,17,1
YGR210C,17,1
YHL011C,17,1
YCR095C,17,1
YLR152C,17,1
YDR326C,17,1
YPL140C,17,1
YOR149C,17,1
YOR143C,17,1
YPR071W,17,1
YBR199W,17,1
YER010C,17,1
YOL103W,17,1
YHR081W,17,1
YFL009W,17,1
YGR099W,17,1
YNR061C,17,1
YAL063C,17,1
YOR180C,17,1
YIL071C,17,1
YDR108W,17,1
YGL205W,17,1
YDL066W,17,1
YOR210W,17,1
YLR018C,17,1
YLR083C,17,1
YDR381W,17,1
YCL028W,17,1
YPL273W,17,1
YGL257C,17,1
YOR129C,17,1
YBR033W,17,1
YDL176W,17,1
YCR012W,17,1
YBR106W,17,1
YDR415C,17,1
YGL130W,17,1
YJR070C,17,1
YJL099W,17,1
YPL239W,17,1
YPL246C,17,1
YAR002W,17,1
YPR179C,17,1
YAR002C-A,17,1
YEL015W,17,1
YHR015W,17,1
YCL011C,17,1
YNL071W,17,1
YBR133C,17,1
YER048C,17,1
YAL022C,17,1
YHR009C,17,1
YBR175W,17,1
YKL117W,17,1
YNL314W,17,1
YKL004W,17,1
YOL018C,17,1
YDR328C,17,1
YIL055C,17,1
YER004W,17,1
YLR418C,17,1
YPR127W,17,1
YML001W,17,1
YPL069C,17,1
YJL143W,17,1
YDR007W,17,1
YDR411C,17,1
YLL043W,17,1
YGL136C,17,1
YJL183W,17,1
YDR429C,17,1
YHL029C,17,1
YBR198C,17,1
YKL054C,17,1
YBR164C,17,1
YKR092C,17,1
YPR036W-A,18,0.82
YLR270W,18,0.82
YIL087C,18,0.83
YHR087W,18,0.83
YDR106W,18,0.83
YHR209W,18,0.85
YBR003W,18,0.85
YER028C,18,0.87
YLR312C,18,0.87
YBR177C,18,0.87
YJL066C,18,0.88
YMR284W,18,0.88
YDR515W,18,0.88
YER187W,18,0.88
YGR138C,18,0.88
YFR055W,18,0.89
YHR016C,18,0.89
YBL013W,18,0.89
YEL049W,18,0.89
YGL041C-B,18,0.89
YPR166C,18,0.9
YCL044C,18,0.9
YOR052C,18,0.9
YOR201C,18,0.91
YDR078C,18,0.91
YGL116W,18,0.91
YMR267W,18,0.91
YJL072C,18,0.91
YJL180C,18,0.91
YOL023W,18,0.91
YJL045W,18,0.91
YBR185C,18,0.92
YPL173W,18,0.92
YGR043C,18,0.92
YGR232W,18,0.92
YBR180W,18,0.92
YHR147C,18,0.92
YGL180W,18,0.92
YPR145W,18,0.92
YDR489W,18,0.92
YLR211C,18,0.92
YIR032C,18,0.92
YPR167C,18,0.92
YFL029C,18,0.92
YPL270W,18,0.92
YMR280C,18,0.92
YNL073W,18,0.92
YJR106W,18,0.92
YOL019W,18,0.92
YGL041W-A,18,0.93
YDR251W,18,0.93
YLR039C,18,0.93
YDL058W,18,0.93
YBR120C,18,0.93
YJL096W,18,0.93
YKL128C,18,0.93
YDR495C,18,0.93
YBL088C,18,0.93
YOR130C,18,0.93
YOR317W,18,0.93
YKL170W,18,0.93
YLR431C,18,0.93
YMR182C,18,0.93
YPR079W,18,0.93
YOL048C,18,0.93
YIL093C,18,0.94
YMR094W,18,0.94
YGR010W,18,0.94
YGL245W,18,0.94
YPR185W,18,0.94
YJL046W,18,0.94
YGR288W,18,0.94
YDL247W,18,0.94
YNL024C,18,0.94
YDR506C,18,0.94
YDR337W,18,0.94
YBR026C,18,0.94
YDL141W,18,0.94
YDL198C,18,0.94
YJL214W,18,0.94
YER161C,18,0.94
YML056C,18,0.94
YKL018W,18,0.94
YKR072C,18,0.94
YDR369C,18,0.95
YIR028W,18,0.95
YHR037W,18,0.95
YLR218C,18,0.95
YDR407C,18,0.95
YOR354C,18,0.95
YPR081C,18,0.95
YMR178W,18,0.95
YBR062C,18,0.95
YDL093W,18,0.95
YPL232W,18,0.95
YFL026W,18,0.95
YOR311C,18,0.95
YNL011C,18,0.95
YHR161C,18,0.95
YKL013C,18,0.95
YDR358W,18,0.95
YDL171C,18,0.95
YDL069C,18,0.95
YCR106W,18,0.95
YKL149C,18,0.95
YKL124W,18,0.95
YDR528W,18,0.95
YER035W,18,0.95
YER134C,18,0.95
YBR138C,18,0.95
YHL048W,18,0.96
YOL157C,18,0.96
YKR035W-A,18,0.96
YKR078W,18,0.96
YOR270C,18,0.96
YDR131C,18,0.96
YKL022C,18,0.96
YDR023W,18,0.96
YJR149W,18,0.96
YPR198W,18,0.96
YIL159W,18,0.96
YKR008W,18,0.96
YMR167W,18,0.96
YPL175W,18,0.96
YDR033W,18,0.96
YOL137W,18,0.96
YHL014C,18,0.96
YKR011C,18,0.96
YPL115C,18,0.96
YJR063W,18,0.96
YGL060W,18,0.96
YBL103C,18,0.96
YGR077C,18,0.96
YJL056C,18,0.96
YKL139W,18,0.96
YMR039C,18,0.96
YPL122C,18,0.96
YNL090W,18,0.96
YOR316C-A,18,0.96
YBR279W,18,0.96
YHR091C,18,0.96
YBR272C,18,0.96
YJL085W,18,0.96
YMR021C,18,0.96
YFR038W,18,0.96
YOR080W,18,0.96
YLR368W,18,0.96
YMR253C,18,0.96
YLR403W,18,0.96
YHL013C,18,0.96
YOR037W,18,0.96
YCL052C,18,0.96
YIL115C,18,0.96
YJR075W,18,0.96
YMR035W,18,0.96
YGR068C,18,0.96
YAR071W,18,0.96
YGR087C,18,0.96
YNL107W,18,0.96
YPL259C,18,0.96
YJR110W,18,0.96
YLR256W,18,0.96
YMR059W,18,0.96
YBR260C,18,0.96
YNR047W,18,0.96
YPR054W,18,0.96
YPL162C,18,0.96
YDL125C,18,0.96
YLR298C,18,0.97
YKR004C,18,0.97
YDR093W,18,0.97
YLR088W,18,0.97
YOR249C,18,0.97
YEL047C,18,0.97
YHR012W,18,0.97
YBR055C,18,0.97
YIR003W,18,0.97
YGR268C,18,0.97
YJR139C,18,0.97
YOR091W,18,0.97
YOR030W,18,0.97
YGL027C,18,0.97
YGL073W,18,0.97
YNL279W,18,0.97
YGR098C,18,0.97
YAR042W,18,0.97
YJL162C,18,0.97
YLR257W,18,0.97
YKR042W,18,0.97
YBR237W,18,0.97
YBR058C-A,18,0.97
YLR369W,18,0.97
YNL157W,18,0.97
YBR021W,18,0.97
YPL068C,18,0.97
YGR026W,18,0.97
YLR203C,18,0.97
YDR362C,18,0.97
YMR147W,18,0.97
YKR071C,18,0.97
YGL047W,18,0.97
YJR032W,18,0.97
YBL026W,18,0.97
YGR006W,18,0.97
YPL078C,18,0.97
YLR291C,18,0.97
YOR216C,18,0.97
YGL085W,18,0.97
YIL037C,18,0.97
YER154W,18,0.97
YNL281W,18,0.97
YLR319C,18,0.97
YLR127C,18,0.97
YOR058C,18,0.97
YDR153C,18,0.97
YOR059C,18,0.97
YOR166C,18,0.97
YBR236C,18,0.97
YGL144C,18,0.97
YBR101C,18,0.97
YIL134W,18,0.97
YER116C,18,0.97
YIL139C,18,0.97
YJL176C,18,0.97
YCL058W-A,18,0.97
YLR341W,18,0.97
YHR142W,18,0.97
YLR010C,18,0.97
YML032C,18,0.97
YLR091W,18,0.97
YOR295W,18,0.97
YGL133W,18,0.97
YER023W,18,0.97
YJL025W,18,0.97
YER166W,18,0.97
YCR073W-A,18,0.97
YDL002C,18,0.97
YPR033C,18,0.97
YLR228C,18,0.97
YDR147W,18,0.97
YBR083W,18,0.97
YDR121W,18,0.97
YLR021W,18,0.97
YJL093C,18,0.97
YDR122W,18,0.97
YBR276C,18,0.97
YOL100W,18,0.97
YMR207C,18,0.97
YOL020W,18,0.97
YOR107W,18,0.97
YKL178C,18,0.97
YOR299W,18,0.98
YCL009C,18,0.98
YLR245C,18,0.98
YDL195W,18,0.98
YPL096W,18,0.98
YFR051C,18,0.98
YNL242W,18,0.98
YBR030W,18,0.98
YDR169C,18,0.98
YDR284C,18,0.98
YGR241C,18,0.98
YPL005W,18,0.98
YBR295W,18,0.98
YDR071C,18,0.98
YGR031W,18,0.98
YGL084C,18,0.98
YNL326C,18,0.98
YLR188W,18,0.98
YMR235C,18,0.98
YOR172W,18,0.98
YOL063C,18,0.98
YDR126W,18,0.98
YLR389C,18,0.98
YBL058W,18,0.98
YDR318W,18,0.98
YAL027W,18,0.98
YKR021W,18,0.98
YBL089W,18,0.98
YDR357C,18,0.98
YDR332W,18,0.98
YBR171W,18,0.98
YER089C,18,0.98
YPL020C,18,0.98
YLR051C,18,0.98
YOR322C,18,0.98
YOR066W,18,0.98
YPR055W,18,0.98
YDR150W,18,0.98
YPL132W,18,0.98
YNR021W,18,0.98
YER047C,18,0.98
YMR277W,18,0.98
YOR342C,18,0.98
YML132W,18,0.98
YMR110C,18,0.98
YHR035W,18,0.98
YJR072C,18,0.98
YNL118C,18,0.98
YJL123C,18,0.98
YHR144C,18,0.98
YBR069C,18,0.98
YCR073C,18,0.98
YIL039W,18,0.98
YIL169C,18,0.98
YNL161W,18,0.98
YIL036W,18,0.98
YBR132C,18,0.98
YJL147C,18,0.98
YML115C,18,0.98
YPL225W,18,0.98
YOR078W,18,0.98
YDR408C,18,0.98
YDR026C,18,0.98
YMR163C,18,0.98
YMR137C,18,0.98
YFL010W-A,18,0.98
YGL163C,18,0.98
YML057W,18,0.98
YDR475C,18,0.98
YIR021W-A,18,0.98
YHR204W,18,0.98
YML076C,18,0.98
YGR251W,18,0.98
YBR188C,18,0.98
YDR014W,18,0.98
YKR065C,18,0.98
YLR116W,18,0.98
YKR089C,18,0.98
YLR020C,18,0.98
YDL036C,18,0.98
YEL001C,18,0.98
YDR138W,18,0.98
YLR442C,18,0.98
YLR077W,18,0.98
YIL041W,18,0.98
YNL241C,18,0.98
YHR107C,18,0.98
YJR121W,18,0.98
YDR260C,18,0.98
YEL042W,18,0.98
YBR091C,18,0.98
YOL070C,18,0.98
YDR410C,18,0.98
YOR356W,18,0.98
YDR479C,18,0.98
YDL168W,18,0.98
YPL180W,18,0.98
YHR134W,18,0.98
YCR052W,18,0.98
YMR285C,18,0.98
YGL231C,18,0.98
YML059C,18,0.98
YKR060W,18,0.98
YLR144C,18,0.98
YMR091C,18,0.98
YBR249C,18,0.98
YLR306W,18,0.98
YHR031C,18,0.98
YMR190C,18,0.98
YER015W,18,0.98
YDR293C,18,0.98
YGR199W,18,0.98
YLR370C,18,0.99
YCR086W,18,0.99
YDR267C,18,0.99
YMR240C,18,0.99
YHR181W,18,0.99
YNR035C,18,0.99
YDR308C,18,0.99
YKL140W,18,0.99
YKL204W,18,0.99
YLR220W,18,0.99
YMR083W,18,0.99
YNL047C,18,0.99
YNL162W-A,18,0.99
YPR163C,18,0.99
YFL042C,18,0.99
YOR042W,18,0.99
YDR359C,18,0.99
YDL055C,18,0.99
YDR390C,18,0.99
YDR005C,18,0.99
YDL161W,18,0.99
YGR119C,18,0.99
YDL121C,18,0.99
YNL029C,18,0.99
YDL143W,18,0.99
YIL023C,18,0.99
YCL010C,18,0.99
YLR126C,18,0.99
YJL174W,18,0.99
YGR201C,18,0.99
YBL091C,18,0.99
YJL165C,18,0.99
YFL024C,18,0.99
YDR298C,18,0.99
YEL052W,18,0.99
YCR026C,18,0.99
YDL225W,18,0.99
YOR281C,18,0.99
YOR221C,18,0.99
YGR062C,18,0.99
YOR196C,18,0.99
YDR266C,18,0.99
YMR264W,18,0.99
YCR016W,18,0.99
YNL293W,18,0.99
YDL142C,18,0.99
YMR111C,18,0.99
YHR206W,18,0.99
YDR323C,18,0.99
YGL124C,18,0.99
YDR288W,18,0.99
YDR205W,18,0.99
YLR060W,18,0.99
YLL029W,18,0.99
YLR361C-A,18,0.99
YFL048C,18,0.99
YJL151C,18,0.99
YPL169C,18,0.99
YNL024C-A,18,0.99
YDR174W,18,0.99
YGR072W,18,0.99
YDR484W,18,0.99
YKL166C,18,0.99
YDL180W,18,0.99
YAL036C,18,0.99
YHR111W,18,0.99
YDL109C,18,0.99
YDR300C,18,0.99
YMR233W,18,0.99
YHR030C,18,0.99
YFR013W,18,0.99
YKR026C,18,0.99
YNL008C,18,0.99
YPR031W,18,0.99
YNL035C,18,0.99
YFR044C,18,0.99
YHR086W,18,0.99
YOR188W,18,0.99
YGR075C,18,0.99
YKR048C,18,0.99
YGR193C,18,0.99
YIL089W,18,0.99
YJL095W,18,0.99
YIL065C,18,0.99
YDR339C,18,0.99
YGL039W,18,0.99
YJL041W,18,0.99
YIL161W,18,0.99
YNL215W,18,0.99
YDL115C,18,0.99
YJL127C,18,0.99
YOR009W,18,0.99
YNL291C,18,0.99
YER148W,18,0.99
YBL068W,18,0.99
YNL055C,18,0.99
YGL194C-A,18,0.99
YDR088C,18,0.99
YPL190C,18,0.99
YPL262W,18,0.99
YDR370C,18,0.99
YPR045C,18,0.99
YML014W,18,0.99
YOR112W,18,0.99
YJR154W,18,0.99
YMR067C,18,0.99
YMR132C,18,0.99
YHR152W,18,0.99
YCR030C,18,0.99
YGL228W,18,0.99
YGR047C,18,0.99
YOL025W,18,0.99
YDL203C,18,0.99
YEL051W,18,0.99
YDL088C,18,0.99
YML094W,18,0.99
YDR295C,18,0.99
YOL008W,18,0.99
YDR226W,18,0.99
YMR243C,18,0.99
YEL006W,18,0.99
YHR156C,18,0.99
YNR002C,18,0.99
YOR174W,18,0.99
YOR142W,18,0.99
YDR227W,18,0.99
YIR015W,18,0.99
YBL084C,18,0.99
YOR251C,18,0.99
YLR210W,18,0.99
YNR003C,18,0.99
YDR414C,18,0.99
YPR036W,18,0.99
YBR205W,18,0.99
YPR113W,18,0.99
YGL040C,18,0.99
YHR036W,18,0.99
YKR043C,18,0.99
YMR203W,18,0.99
YCR047C,18,0.99
YML034W,18,0.99
YJR044C,18,0.99
YML127W,18,0.99
YDR208W,18,0.99
YJL221C,18,0.99
YDR051C,18,0.99
YER002W,18,0.99
YLR016C,18,0.99
YIL031W,18,0.99
YDR197W,18,0.99
YFL001W,18,0.99
YAR050W,18,0.99
YGL211W,18,0.99
YBR110W,18,0.99
YNL149C,18,0.99
YDL208W,18,0.99
YKL098W,18,0.99
YPL150W,18,0.99
YKR015C,18,0.99
YLL031C,18,0.99
YNR029C,18,0.99
YPL120W,18,0.99
YLR059C,18,0.99
YLR392C,18,0.99
YLR090W,18,0.99
YDL076C,18,0.99
YNL282W,18,0.99
YBR228W,18,1
YGL054C,18,1
YDR276C,18,1
YFL045C,18,1
YOL139C,18,1
YDR387C,18,1
YPL149W,18,1
YKL058W,18,1
YJR068W,18,1
YGR227W,18,1
YPL151C,18,1
YJR135C,18,1
YDR256C,18,1
YGL019W,18,1
YGL070C,18,1
YIR036C,18,1
YKR074W,18,1
YPR134W,18,1
YLR373C,18,1
YAL043C,18,1
YDL226C,18,1
YPR026W,18,1
YDR409W,18,1
YGL243W,18,1
YGR029W,18,1
YMR251W-A,18,1
YDR229W,18,1
YPL192C,18,1
YCL045C,18,1
YML011C,18,1
YGR173W,18,1
YIL101C,18,1
YCR089W,18,1
YJR001W,18,1
YPR176C,18,1
YEL036C,18,1
YGR038W,18,1
YCL037C,18,1
YMR130W,18,1
YML016C,18,1
YEL062W,18,1
YOL128C,18,1
YEL030W,18,1
YNL042W,18,1
YNL216W,18,1
YGL091C,18,1
YBR162C,18,1
YFL037W,18,1
YFR028C,18,1
YBL036C,18,1
YOL001W,18,1
YLR219W,18,1
YPR173C,18,1
YLR436C,18,1
YKR029C,18,1
YBR186W,18,1
YGL221C,18,1
YLR186W,18,1
YBR270C,18,1
YGR129W,18,1
YBR157C,18,1
YDR530C,18,1
YOR231W,18,1
YLR004C,18,1
YOR018W,18,1
YKR017C,18,1
YLR192C,18,1
YOL054W,18,1
YDR030C,18,1
YLR157W-E,18,1
YJR104C,18,1
YPL050C,18,1
YIL013C,18,1
YHR184W,19,0.81
YHL035C,19,0.81
YAL037W,19,0.82
YDL170W,19,0.84
YDL118W,19,0.84
YOL052C-A,19,0.85
YER073W,19,0.85
YIL070C,19,0.86
YJL074C,19,0.87
YDR315C,19,0.88
YMR188C,19,0.89
YGL080W,19,0.89
YGR294W,19,0.89
YNL185C,19,0.89
YMR286W,19,0.89
YNR068C,19,0.89
YMR017W,19,0.89
YNL117W,19,0.89
YDR322W,19,0.89
YER137C,19,0.9
YKL068W-A,19,0.9
YCR003W,19,0.9
YOR035C,19,0.91
YBR126C,19,0.91
YEL019C,19,0.91
YHL004W,19,0.91
YHR123W,19,0.91
YMR056C,19,0.91
YDR178W,19,0.91
YNR004W,19,0.91
YFR041C,19,0.92
YKL189W,19,0.92
YJL209W,19,0.92
YOR158W,19,0.92
YLL060C,19,0.92
YGL227W,19,0.92
YDR041W,19,0.92
YGR133W,19,0.92
YPL219W,19,0.92
YBR275C,19,0.92
YHR172W,19,0.92
YJR137C,19,0.92
YML075C,19,0.92
YOL034W,19,0.93
YDR385W,19,0.93
YPL076W,19,0.93
YDR307W,19,0.93
YEL066W,19,0.93
YLL055W,19,0.93
YNL193W,19,0.93
YER165W,19,0.93
YPR133W-A,19,0.93
YLR412W,19,0.93
YER066W,19,0.93
YGR080W,19,0.93
YDR214W,19,0.93
YBR222C,19,0.93
YMR085W,19,0.93
YLL056C,19,0.93
YOL088C,19,0.93
YCL047C,19,0.94
YPL215W,19,0.94
YHL023C,19,0.94
YJL138C,19,0.94
YCR100C,19,0.94
YOR269W,19,0.94
YDR185C,19,0.94
YGL081W,19,0.94
YOR358W,19,0.94
YDR090C,19,0.94
YPL203W,19,0.94
YKR006C,19,0.94
YIL152W,19,0.94
YDR383C,19,0.94
YFR006W,19,0.94
YOR020C,19,0.94
YGL087C,19,0.94
YJL047C,19,0.94
YIL009C-A,19,0.94
YOL136C,19,0.94
YDR322C-A,19,0.94
YEL020W-A,19,0.94
YOR140W,19,0.94
YKR104W,19,0.94
YGR086C,19,0.94
YLR285W,19,0.94
YPR178W,19,0.94
YJR098C,19,0.94
YKL024C,19,0.95
YLR272C,19,0.95
YKL195W,19,0.95
YDL146W,19,0.95
YFR011C,19,0.95
YMR231W,19,0.95
YGL176C,19,0.95
YIL136W,19,0.95
YBR255C-A,19,0.95
YLR187W,19,0.95
YGR207C,19,0.95
YNL088W,19,0.95
YFL020C,19,0.95
YBR302C,19,0.95
YGR256W,19,0.95
YJL057C,19,0.95
YLR386W,19,0.95
YIL002C,19,0.95
YOL036W,19,0.95
YDR263C,19,0.95
YOL096C,19,0.95
YBR025C,19,0.95
YDR392W,19,0.95
YGR149W,19,0.95
YMR114C,19,0.95
YDR186C,19,0.95
YDL070W,19,0.95
YDL035C,19,0.95
YOR075W,19,0.95
YDL123W,19,0.95
YBR107C,19,0.95
YEL059C-A,19,0.95
YIR024C,19,0.95
YKR016W,19,0.95
YIR001C,19,0.95
YML064C,19,0.95
YKR085C,19,0.95
YJR053W,19,0.95
YGL043W,19,0.95
YNL317W,19,0.95
YNL181W,19,0.95
YMR087W,19,0.95
YDR468C,19,0.95
YOR092W,19,0.96
YGL094C,19,0.96
YLR149C,19,0.96
YDR049W,19,0.96
YLR233C,19,0.96
YMR077C,19,0.96
YCR005C,19,0.96
YDR115W,19,0.96
YDR074W,19,0.96
YGR009C,19,0.96
YPR017C,19,0.96
YJL128C,19,0.96
YLR207W,19,0.96
YOR244W,19,0.96
YGR279C,19,0.96
YMR086W,19,0.96
YGR120C,19,0.96
YHR160C,19,0.96
YHR119W,19,0.96
YOL152W,19,0.96
YFR031C,19,0.96
YOR332W,19,0.96
YPR139C,19,0.96
YPR082C,19,0.96
YDR162C,19,0.96
YJR102C,19,0.96
YDR066C,19,0.96
YCR043C,19,0.96
YPL039W,19,0.96
YOR192C,19,0.96
YGR163W,19,0.96
YLR265C,19,0.96
YCL031C,19,0.96
YMR209C,19,0.96
YML104C,19,0.96
YOR123C,19,0.96
YCR027C,19,0.96
YDL224C,19,0.96
YNL194C,19,0.96
YDL240W,19,0.96
YPL236C,19,0.96
YER113C,19,0.96
YAL024C,19,0.96
Q0160,19,0.96
YNL292W,19,0.96
YIL074C,19,0.97
YPL015C,19,0.97
YMR317W,19,0.97
YNL219C,19,0.97
YDL154W,19,0.97
YER144C,19,0.97
YOL164W,19,0.97
YML117W,19,0.97
YHR121W,19,0.97
YDR289C,19,0.97
YKL049C,19,0.97
YIL106W,19,0.97
YHR006W,19,0.97
YNL224C,19,0.97
YMR295C,19,0.97
YGR181W,19,0.97
YML119W,19,0.97
YBR085W,19,0.97
YKR103W,19,0.97
YJL053W,19,0.97
YCR033W,19,0.97
YOR025W,19,0.97
YIL064W,19,0.97
YPR065W,19,0.97
YNL106C,19,0.97
YBL066C,19,0.97
YDR350C,19,0.97
YHR195W,19,0.97
YML071C,19,0.97
YDR498C,19,0.97
YML023C,19,0.97
YHR089C,19,0.97
YDR363W-A,19,0.97
YCR024C,19,0.97
YMR293C,19,0.97
YGR247W,19,0.97
YJR142W,19,0.97
YPL176C,19,0.97
YCR092C,19,0.97
YBR212W,19,0.97
YBR082C,19,0.97
YKL181W,19,0.97
YOR190W,19,0.97
YNL050C,19,0.97
YGR001C,19,0.97
YOL056W,19,0.97
YOR019W,19,0.97
YGR246C,19,0.97
YNL164C,19,0.97
YNL146C-A,19,0.97
YMR306W,19,0.97
YMR278W,19,0.97
YGL105W,19,0.97
YOR297C,19,0.97
YDL067C,19,0.97
YMR296C,19,0.97
YBL052C,19,0.97
YKL110C,19,0.97
YDR079C-A,19,0.97
YPL228W,19,0.97
