Systematic Name,Half-life [min],R2
YOL143C,19,0.97
YEL004W,19,0.97
YBR173C,19,0.97
YDL235C,19,0.97
YPL017C,19,0.97
YPR004C,19,0.97
YJL013C,19,0.97
YLR099C,19,0.97
YCR028C-A,19,0.98
YOL093W,19,0.98
YJR039W,19,0.98
YBL091C-A,19,0.98
YBR049C,19,0.98
YDR231C,19,0.98
YGL104C,19,0.98
YGL058W,19,0.98
YER167W,19,0.98
YDL001W,19,0.98
YKL179C,19,0.98
YGR089W,19,0.98
YBL046W,19,0.98
YEL021W,19,0.98
YDR444W,19,0.98
YMR263W,19,0.98
YLL050C,19,0.98
YGR130C,19,0.98
YLR260W,19,0.98
YBR265W,19,0.98
YIL112W,19,0.98
YOL038W,19,0.98
YML069W,19,0.98
YNL197C,19,0.98
YHR114W,19,0.98
YDR099W,19,0.98
YMR146C,19,0.98
YER074W-A,19,0.98
YHR109W,19,0.98
YDR486C,19,0.98
YJR141W,19,0.98
YKL090W,19,0.98
YPL008W,19,0.98
YNR027W,19,0.98
YDR163W,19,0.98
YML060W,19,0.98
YDL108W,19,0.98
YEL033W,19,0.98
YMR274C,19,0.98
YNL059C,19,0.98
YPR156C,19,0.98
YPL227C,19,0.98
YBR221C,19,0.98
YML061C,19,0.98
YDR294C,19,0.98
YBR286W,19,0.98
YBR129C,19,0.98
YOR032W-A,19,0.98
YBR004C,19,0.98
YLR027C,19,0.98
YCL029C,19,0.98
YAL047C,19,0.98
YOR290C,19,0.98
YNR052C,19,0.98
YBL034C,19,0.98
YBR119W,19,0.98
YLR297W,19,0.98
YPR152C,19,0.98
YPR111W,19,0.98
YNL199C,19,0.98
YKL121W,19,0.98
YNR032W,19,0.98
YGR147C,19,0.98
YGR185C,19,0.98
YDR152W,19,0.98
YGR146C,19,0.98
YPL032C,19,0.98
YDL044C,19,0.98
YGR063C,19,0.98
YJL172W,19,0.98
YOL095C,19,0.98
YBR215W,19,0.98
YMR189W,19,0.98
YLR314C,19,0.98
YDR485C,19,0.98
YOR286W,19,0.98
YGR007W,19,0.98
YPL196W,19,0.98
YLR289W,19,0.98
YKL008C,19,0.98
YJR158W,19,0.98
YDR470C,19,0.98
YKL116C,19,0.98
YOR390W,19,0.98
YER104W,19,0.98
YDR314C,19,0.98
YJL049W,19,0.98
YIL160C,19,0.98
YHR166C,19,0.98
YOR039W,19,0.98
YGR106C,19,0.98
YPR101W,19,0.98
YGL022W,19,0.98
YGR223C,19,0.98
YIL001W,19,0.98
YDR304C,19,0.98
YOR157C,19,0.98
YER112W,19,0.99
YIL118W,19,0.99
YDR002W,19,0.99
YKL038W,19,0.99
YOR219C,19,0.99
YIR008C,19,0.99
YLR405W,19,0.99
YDR082W,19,0.99
YOR108W,19,0.99
YIL068C,19,0.99
YJR076C,19,0.99
YEL067C,19,0.99
YFR029W,19,0.99
YCL050C,19,0.99
YLR036C,19,0.99
YJR160C,19,0.99
YJR135W-A,19,0.99
YKL050C,19,0.99
YNL288W,19,0.99
YBR089C-A,19,0.99
YHR188C,19,0.99
YNL153C,19,0.99
YMR282C,19,0.99
YHL003C,19,0.99
YIL155C,19,0.99
YOR194C,19,0.99
YOR038C,19,0.99
YIL120W,19,0.99
YDR219C,19,0.99
YJL062W,19,0.99
YGR141W,19,0.99
YPR084W,19,0.99
YBR123C,19,0.99
YOR047C,19,0.99
YCR090C,19,0.99
YJR083C,19,0.99
YGR091W,19,0.99
YKR044W,19,0.99
YER083C,19,0.99
YKL011C,19,0.99
YMR074C,19,0.99
YIL124W,19,0.99
YPL002C,19,0.99
YNR020C,19,0.99
YJL117W,19,0.99
YMR172W,19,0.99
YNR017W,19,0.99
YAL014C,19,0.99
YMR154C,19,0.99
YCR018C,19,0.99
YGL247W,19,0.99
YDR244W,19,0.99
YHR083W,19,0.99
YMR161W,19,0.99
YDR460W,19,0.99
YOR089C,19,0.99
YOR171C,19,0.99
YAL044C,19,0.99
YLL006W,19,0.99
YPR128C,19,0.99
YMR159C,19,0.99
YMR127C,19,0.99
YGR282C,19,0.99
YDL099W,19,0.99
YHL047C,19,0.99
YER100W,19,0.99
YMR149W,19,0.99
YDR228C,19,0.99
YDL213C,19,0.99
YDL086W,19,0.99
YMR208W,19,0.99
YLR118C,19,0.99
YAL054C,19,0.99
YLR446W,19,0.99
YHR115C,19,0.99
YOR094W,19,0.99
YER033C,19,0.99
YHR048W,19,0.99
YFL010C,19,0.99
YFR037C,19,0.99
YOR093C,19,0.99
YLR093C,19,0.99
YOR122C,19,0.99
YOR381W,19,0.99
YBR225W,19,0.99
YDL043C,19,0.99
YBL104C,19,0.99
YIR022W,19,0.99
YOR280C,19,0.99
YER147C,19,0.99
YBL081W,19,0.99
YOL102C,19,0.99
YIL060W,19,0.99
YDR177W,19,0.99
YDR105C,19,0.99
YER186C,19,0.99
YMR299C,19,0.99
YLR065C,19,0.99
YER107C,19,0.99
YMR101C,19,0.99
YDR421W,19,0.99
YNL168C,19,0.99
YML031W,19,0.99
YPR057W,19,0.99
YGR033C,19,0.99
YDL175C,19,0.99
YML098W,19,0.99
YMR126C,19,0.99
YER051W,19,0.99
YPL213W,19,0.99
YJL140W,19,0.99
YOR262W,19,1
YMR270C,19,1
YKR106W,19,1
YGL172W,19,1
YLR372W,19,1
YKR046C,19,1
YDL133W,19,1
YKL075C,19,1
YNL151C,19,1
YCR084C,19,1
YJL112W,19,1
YMR281W,19,1
YKL084W,19,1
YML015C,19,1
YNL147W,19,1
YIL082W-A,19,1
YMR321C,19,1
YPL155C,19,1
YFL022C,19,1
YJR129C,19,1
YEL009C,19,1
YDL138W,19,1
YGR002C,19,1
YCR096C,19,1
YPL064C,19,1
YMR305C,19,1
YEL026W,19,1
YMR042W,19,1
YJR085C,19,1
YDR478W,19,1
YMR198W,19,1
YPR188C,19,1
YPL258C,19,1
YNL244C,19,1
YOR246C,19,1
YMR201C,19,1
YNL076W,19,1
YGR156W,19,1
YDR111C,19,1
YBR207W,19,1
YGR188C,19,1
YHR072W-A,19,1
YGR109W-A,19,1
YHR143W,19,1
YOR377W,19,1
YDL046W,19,1
YER019C-A,19,1
YNL066W,19,1
YER065C,19,1
YBR020W,19,1
YLL023C,19,1
YEL038W,19,1
YLR286C,19,1
YCL016C,19,1
YGR117C,19,1
YPL034W,19,1
YLR459W,19,1
YHR146W,19,1
YOR045W,19,1
YOL105C,19,1
YLR094C,19,1
YMR155W,19,1
YPL139C,19,1
YDR242W,19,1
YPL074W,19,1
YLR164W,20,0.8
YNL144C,20,0.8
YHR212W-A,20,0.81
YML009C,20,0.81
YOL082W,20,0.83
YNR062C,20,0.85
YDL164C,20,0.85
YNR007C,20,0.85
YJR095W,20,0.86
YPL247C,20,0.86
YER179W,20,0.86
YFL060C,20,0.86
YHL044W,20,0.87
YHL040C,20,0.87
YNL334C,20,0.87
YHR213W-B,20,0.87
YJL137C,20,0.87
YJL060W,20,0.87
YPR078C,20,0.88
YOR131C,20,0.88
YAR066W,20,0.88
YDR316W,20,0.88
YBL033C,20,0.89
YKL053C-A,20,0.89
YGR161W-C,20,0.89
YFL066C,20,0.89
YHR038W,20,0.89
YPL013C,20,0.9
YGR215W,20,0.9
YKR058W,20,0.9
YLR308W,20,0.9
YFR046C,20,0.9
YLR120C,20,0.9
YCR007C,20,0.9
YLR225C,20,0.9
YOL011W,20,0.91
YGR278W,20,0.91
YMR197C,20,0.91
YPL221W,20,0.91
YJL063C,20,0.91
YML055W,20,0.91
YNL122C,20,0.91
YKR053C,20,0.91
YKL093W,20,0.91
YBR233W,20,0.91
YDR499W,20,0.91
YBR152W,20,0.91
YDR156W,20,0.92
YIR030C,20,0.92
YLR115W,20,0.92
YBR005W,20,0.92
YPR005C,20,0.92
YEL063C,20,0.92
YOR275C,20,0.92
YDR261W-A,20,0.92
YDR503C,20,0.92
YNL056W,20,0.92
YDR462W,20,0.92
YMR193W,20,0.92
YPR028W,20,0.92
YOR133W,20,0.92
YPL067C,20,0.92
YBR258C,20,0.92
YNL211C,20,0.92
YDR440W,20,0.92
YDL107W,20,0.92
YPR016C,20,0.93
YNL020C,20,0.93
YGL028C,20,0.93
YGR153W,20,0.93
YLR145W,20,0.93
YGL219C,20,0.93
YBL041W,20,0.93
YER063W,20,0.93
YNR022C,20,0.93
YER031C,20,0.93
YKL192C,20,0.93
YGR171C,20,0.93
YKR059W,20,0.93
YLR304C,20,0.94
YKL091C,20,0.94
YMR104C,20,0.94
YOR189W,20,0.94
YDL025C,20,0.94
YBR007C,20,0.94
YAL038W,20,0.94
YBR280C,20,0.94
YPL042C,20,0.94
YJL003W,20,0.94
YPL218W,20,0.94
YMR124W,20,0.94
YGR289C,20,0.94
YCL064C,20,0.94
YER157W,20,0.94
YJR016C,20,0.94
YBR001C,20,0.94
YKL029C,20,0.94
YBR241C,20,0.95
YKL187C,20,0.95
YHR075C,20,0.95
YOR100C,20,0.95
YAR027W,20,0.95
YIL043C,20,0.95
YFL034C-B,20,0.95
YLR191W,20,0.95
YER149C,20,0.95
YOR205C,20,0.95
YOR307C,20,0.95
YOR179C,20,0.95
YIL056W,20,0.95
YBR263W,20,0.95
YMR213W,20,0.95
YGL242C,20,0.95
YBR217W,20,0.95
YML022W,20,0.95
YLL021W,20,0.95
YOR031W,20,0.95
YDR068W,20,0.95
YLR312W-A,20,0.95
YLR293C,20,0.95
YGR096W,20,0.95
YBR019C,20,0.95
YGL050W,20,0.95
YBL045C,20,0.95
YNL316C,20,0.95
YLR182W,20,0.95
YAR031W,20,0.95
YHR011W,20,0.95
YDR338C,20,0.95
YNL323W,20,0.95
YOL043C,20,0.95
YNL183C,20,0.95
YFL046W,20,0.95
YDR469W,20,0.95
YDR140W,20,0.95
YDL202W,20,0.95
YML041C,20,0.95
YHR177W,20,0.95
YER068W,20,0.96
YDR461W,20,0.96
YPL058C,20,0.96
YHR175W-A,20,0.96
YMR210W,20,0.96
YNL280C,20,0.96
YAL032C,20,0.96
YPL174C,20,0.96
YJR112W-A,20,0.96
YGR076C,20,0.96
YDR356W,20,0.96
YLR278C,20,0.96
YJR134C,20,0.96
YCR097W,20,0.96
YIL154C,20,0.96
YFR019W,20,0.96
YGL185C,20,0.96
YHR082C,20,0.96
YKL188C,20,0.96
YMR004W,20,0.96
YJL141C,20,0.96
YDL056W,20,0.96
YGR059W,20,0.96
YMR044W,20,0.96
YMR064W,20,0.96
YGL053W,20,0.96
YHR108W,20,0.96
YPR115W,20,0.96
YDR441C,20,0.96
YMR148W,20,0.96
YNL259C,20,0.96
YDR058C,20,0.96
YGL065C,20,0.96
YGL197W,20,0.96
YGR102C,20,0.96
YIL097W,20,0.96
YKL092C,20,0.96
YPL208W,20,0.96
YDR132C,20,0.96
YNL103W,20,0.96
YBL071W-A,20,0.96
YPL045W,20,0.96
YOR266W,20,0.96
YMR279C,20,0.96
YFL013C,20,0.96
YHR097C,20,0.96
YBR243C,20,0.96
YKL060C,20,0.96
YDR173C,20,0.97
YPR105C,20,0.97
YBR022W,20,0.97
YGL213C,20,0.97
YBR087W,20,0.97
YIL162W,20,0.97
YLR238W,20,0.97
YOR132W,20,0.97
YGL018C,20,0.97
YPL224C,20,0.97
YGL253W,20,0.97
YCR002C,20,0.97
YJL185C,20,0.97
YKL154W,20,0.97
YLR108C,20,0.97
YDR482C,20,0.97
YDR525W-A,20,0.97
YFL018C,20,0.97
YLR095C,20,0.97
YLL001W,20,0.97
YPL237W,20,0.97
YNL206C,20,0.97
YDR004W,20,0.97
YDR438W,20,0.97
YDR377W,20,0.97
YBL006C,20,0.97
YMR160W,20,0.97
YOL066C,20,0.97
YJL097W,20,0.97
YHR175W,20,0.97
YJR084W,20,0.97
YKL133C,20,0.97
YCR045C,20,0.97
YOL116W,20,0.97
YER076C,20,0.97
YOL077W-A,20,0.97
YMR097C,20,0.97
YDR373W,20,0.97
YPL024W,20,0.97
YNR067C,20,0.97
YGR084C,20,0.97
YNR041C,20,0.97
YFL039C,20,0.97
YLR134W,20,0.97
YAL039C,20,0.97
YGR235C,20,0.97
YER044C,20,0.97
YLR033W,20,0.97
YGR266W,20,0.97
YHR101C,20,0.97
YLL051C,20,0.97
YCR020W-B,20,0.97
YBR044C,20,0.97
YJL163C,20,0.97
YDL149W,20,0.97
YJL203W,20,0.97
YKR022C,20,0.97
YPL075W,20,0.97
YDR050C,20,0.97
YIR021W,20,0.97
YKL150W,20,0.97
YNL251C,20,0.97
YDR311W,20,0.97
YNR015W,20,0.98
YLR271W,20,0.98
YGR208W,20,0.98
YLR360W,20,0.98
YMR136W,20,0.98
YPL028W,20,0.98
YPR025C,20,0.98
YDL020C,20,0.98
YLR332W,20,0.98
YML036W,20,0.98
YDR386W,20,0.98
YJR046W,20,0.98
YDR406W,20,0.98
YNL025C,20,0.98
YHL019C,20,0.98
YBL051C,20,0.98
YKR002W,20,0.98
YBR111W-A,20,0.98
YLR353W,20,0.98
YPR042C,20,0.98
YLL012W,20,0.98
YOR252W,20,0.98
YBL015W,20,0.98
YHR005C-A,20,0.98
YLR172C,20,0.98
YLR361C,20,0.98
YHL038C,20,0.98
YLR399C,20,0.98
YLR328W,20,0.98
YHR025W,20,0.98
YER120W,20,0.98
YNL330C,20,0.98
YOR355W,20,0.98
YOL148C,20,0.98
YNL336W,20,0.98
YBR098W,20,0.98
YOR320C,20,0.98
YBR078W,20,0.98
YMR192W,20,0.98
YGR257C,20,0.98
YKL193C,20,0.98
YLL007C,20,0.98
YGL200C,20,0.98
YKR101W,20,0.98
YCL002C,20,0.98
YJL194W,20,0.98
YPR067W,20,0.98
YGL198W,20,0.98
YGL181W,20,0.98
YEL056W,20,0.98
YBL057C,20,0.98
YLR209C,20,0.98
YER174C,20,0.98
YOR044W,20,0.98
YMR200W,20,0.98
YMR294W,20,0.98
YJL145W,20,0.98
YJL133W,20,0.98
YDR210W,20,0.98
YLR147C,20,0.98
YOR110W,20,0.98
YHR062C,20,0.98
YDR476C,20,0.99
YNR048W,20,0.99
YBR294W,20,0.99
YPR107C,20,0.99
YDR146C,20,0.99
YCL001W,20,0.99
YDL233W,20,0.99
R0030W,20,0.99
YAL062W,20,0.99
YIR027C,20,0.99
YER119C,20,0.99
YFR039C,20,0.99
YHR026W,20,0.99
YDL189W,20,0.99
YDR151C,20,0.99
YKL046C,20,0.99
YHR200W,20,0.99
YGR104C,20,0.99
YJR069C,20,0.99
YNL237W,20,0.99
YHR135C,20,0.99
YDL052C,20,0.99
YGL225W,20,0.99
YOR023C,20,0.99
YNL051W,20,0.99
YLR082C,20,0.99
YBR057C,20,0.99
YGL160W,20,0.99
YJR099W,20,0.99
YAR068W,20,0.99
YNL113W,20,0.99
YLR396C,20,0.99
YJR060W,20,0.99
YDL209C,20,0.99
YCR069W,20,0.99
YBR150C,20,0.99
YER030W,20,0.99
YBL095W,20,0.99
YNL006W,20,0.99
YNL167C,20,0.99
YJR082C,20,0.99
YIR025W,20,0.99
YOR279C,20,0.99
YDR181C,20,0.99
YDR145W,20,0.99
YHL032C,20,0.99
YMR118C,20,0.99
YDL166C,20,0.99
YBL102W,20,0.99
YMR138W,20,0.99
YBL059W,20,0.99
YNL136W,20,0.99
YNL068C,20,0.99
YKL025C,20,0.99
YIL138C,20,0.99
YKL105C,20,0.99
YLR456W,20,0.99
YOR008C,20,0.99
YOR349W,20,0.99
YJR013W,20,0.99
YPL164C,20,0.99
YJR009C,20,0.99
YLR229C,20,0.99
YPR114W,20,0.99
YFL038C,20,0.99
YGR005C,20,0.99
YMR303C,20,0.99
YGR177C,20,0.99
YDL008W,20,0.99
YOL155C,20,0.99
YDR196C,20,0.99
YNL145W,20,1
YNL298W,20,1
YBR103W,20,1
YKL160W,20,1
YCR034W,20,1
YDR448W,20,1
YJR010C-A,20,1
YOL030W,20,1
YER159C,20,1
YOL133W,20,1
YJR091C,20,1
YER007C-A,20,1
YGR237C,20,1
YBR160W,20,1
YDL159W,20,1
YGR172C,20,1
YJL158C,20,1
YLR206W,20,1
YDR329C,20,1
YBR153W,20,1
YLR131C,20,1
YDL219W,20,1
YJR024C,20,1
YLR342W-A,21,0.8
YDR079W,21,0.81
YER145C,21,0.81
YMR105W-A,21,0.82
YPR175W,21,0.83
YLR161W,21,0.83
YOR027W,21,0.84
YHR132W-A,21,0.84
YER079W,21,0.84
YBR208C,21,0.84
YEL005C,21,0.85
YER043C,21,0.85
YAL030W,21,0.86
YDR191W,21,0.87
YBR269C,21,0.87
YLR034C,21,0.87
YMR106C,21,0.87
YMR158W,21,0.88
YBL042C,21,0.88
YOR378W,21,0.88
YER153C,21,0.88
YPL108W,21,0.89
YKL101W,21,0.89
YGR067C,21,0.89
YHL021C,21,0.89
YLR092W,21,0.89
YGR285C,21,0.89
YJL113W,21,0.89
YMR194C-B,21,0.89
YOR334W,21,0.89
YCR108C,21,0.9
YMR029C,21,0.9
YNL253W,21,0.9
YOR238W,21,0.9
YPL188W,21,0.9
YMR244W,21,0.9
YDR374W-A,21,0.9
YDL229W,21,0.9
YAL028W,21,0.91
YIL098C,21,0.91
YER190W,21,0.91
YDR142C,21,0.91
YEL064C,21,0.91
YER044C-A,21,0.91
YDR114C,21,0.91
YPL272C,21,0.91
YLR439W,21,0.91
YNL262W,21,0.91
YER072W,21,0.91
YOR386W,21,0.92
YPR100W,21,0.92
YPL165C,21,0.92
YGR078C,21,0.92
YNL045W,21,0.92
YGR125W,21,0.92
YDR279W,21,0.92
YHR159W,21,0.92
YJL037W,21,0.92
YJR034W,21,0.92
YKR009C,21,0.92
YCL067C,21,0.92
YJL083W,21,0.92
YPR069C,21,0.92
YJL146W,21,0.93
YOR267C,21,0.93
YPR204W,21,0.93
YDR453C,21,0.93
YGL193C,21,0.93
YOR195W,21,0.93
YGR136W,21,0.93
YDL072C,21,0.93
YLR417W,21,0.93
YOL159C,21,0.93
YER138W-A,21,0.93
YPL183W-A,21,0.93
YLR081W,21,0.93
YBL069W,21,0.93
YOR103C,21,0.93
YNL081C,21,0.94
YDL135C,21,0.94
YML030W,21,0.94
YHR174W,21,0.94
YHR014W,21,0.94
YBL059C-A,21,0.94
YIL009W,21,0.94
YMR081C,21,0.94
YFL068W,21,0.94
YGR180C,21,0.94
YGR161W-B,21,0.94
YMR177W,21,0.94
YBR092C,21,0.94
YNL159C,21,0.94
YOR367W,21,0.94
YBR047W,21,0.94
YMR028W,21,0.95
YNL225C,21,0.95
YAL044W-A,21,0.95
YOR076C,21,0.95
YGL155W,21,0.95
YDL033C,21,0.95
YBL100W-B,21,0.95
YBL038W,21,0.95
YPR030W,21,0.95
YAL051W,21,0.95
YGR225W,21,0.95
YNL269W,21,0.95
YHR118C,21,0.95
YHR007C,21,0.95
YHR190W,21,0.95
YPR023C,21,0.95
YBR264C,21,0.95
YNL100W,21,0.95
YJL062W-A,21,0.95
YDR261C,21,0.95
YDR541C,21,0.95
YGR015C,21,0.95
YOL029C,21,0.95
YCL051W,21,0.95
YKL035W,21,0.95
YJL127C-B,21,0.95
YDR331W,21,0.95
YHR219W,21,0.95
YPL265W,21,0.96
YJR052W,21,0.96
YDR367W,21,0.96
YNL058C,21,0.96
YOR365C,21,0.96
YDR084C,21,0.96
YDR019C,21,0.96
YPR155C,21,0.96
YDL245C,21,0.96
YLR044C,21,0.96
YJR113C,21,0.96
YGR206W,21,0.96
YLR165C,21,0.96
YGL226C-A,21,0.96
YLR404W,21,0.96
YIL034C,21,0.96
YGL237C,21,0.96
YBR060C,21,0.96
YDL053C,21,0.96
YBL112C,21,0.96
YJR093C,21,0.96
YGL174W,21,0.96
YOR162C,21,0.96
YBR298C,21,0.96
YJR021C,21,0.96
YMR225C,21,0.96
YCR065W,21,0.96
YNL003C,21,0.96
YDR371W,21,0.96
YLR025W,21,0.96
YJL155C,21,0.96
YHR211W,21,0.96
YPR040W,21,0.96
YLR098C,21,0.96
YHL009W-B,21,0.97
YER109C,21,0.97
YFR032C,21,0.97
YJL160C,21,0.97
YJL210W,21,0.97
YGL003C,21,0.97
YMR221C,21,0.97
YHR090C,21,0.97
YDR055W,21,0.97
YCR079W,21,0.97
YHR149C,21,0.97
YMR112C,21,0.97
YOR163W,21,0.97
YAL001C,21,0.97
YER009W,21,0.97
YDL079C,21,0.97
YLR395C,21,0.97
YDL077C,21,0.97
YFL049W,21,0.97
YJL052W,21,0.97
YML038C,21,0.97
YGR021W,21,0.97
YGR042W,21,0.97
YKL089W,21,0.97
YIL004C,21,0.97
YJL192C,21,0.97
YMR135C,21,0.97
YKR067W,21,0.97
YCR059C,21,0.97
YGL210W,21,0.97
YKR068C,21,0.97
YPL133C,21,0.97
YFR043C,21,0.97
YPL107W,21,0.97
YIR010W,21,0.97
YHR039C,21,0.97
YKR010C,21,0.97
YHR100C,21,0.97
YPL109C,21,0.97
YJL092W,21,0.97
YBR210W,21,0.97
YDR305C,21,0.97
YNR023W,21,0.97
YHR192W,21,0.97
YOR022C,21,0.97
YOR016C,21,0.97
YPR180W,21,0.97
YDR183W,21,0.97
YLR246W,21,0.98
YKL087C,21,0.98
YGR169C-A,21,0.98
YDR517W,21,0.98
YGR252W,21,0.98
YER141W,21,0.98
YOR033C,21,0.98
YMR117C,21,0.98
YMR002W,21,0.98
YLL010C,21,0.98
YOR161C,21,0.98
YML020W,21,0.98
YJR050W,21,0.98
YHR013C,21,0.98
YIL040W,21,0.98
YGR110W,21,0.98
YEL023C,21,0.98
YEL043W,21,0.98
R0040C,21,0.98
YAL009W,21,0.98
YKR080W,21,0.98
YER118C,21,0.98
YKL039W,21,0.98
YMR037C,21,0.98
YMR220W,21,0.98
YBR130C,21,0.98
YKL167C,21,0.98
YDR336W,21,0.98
YJR148W,21,0.98
YJL149W,21,0.98
YML062C,21,0.98
YBL009W,21,0.98
YDR233C,21,0.98
YIL105C,21,0.98
YNL074C,21,0.98
YPL055C,21,0.98
YNL222W,21,0.98
YJR115W,21,0.98
YKL186C,21,0.98
R0020C,21,0.98
YDL223C,21,0.98
YKL122C,21,0.98
YGL232W,21,0.98
YGL113W,21,0.98
YCR048W,21,0.99
YKL052C,21,0.99
YGR195W,21,0.99
YAL013W,21,0.99
YIL021W,21,0.99
YNL039W,21,0.99
YDR047W,21,0.99
YAL033W,21,0.99
YMR307W,21,0.99
YNL053W,21,0.99
YBR254C,21,0.99
YJL105W,21,0.99
YKR045C,21,0.99
YOR372C,21,0.99
YGR074W,21,0.99
YML085C,21,0.99
YHR050W,21,0.99
YDR077W,21,0.99
YDL207W,21,0.99
YLR394W,21,0.99
YPR187W,21,0.99
YGR158C,21,0.99
YIL027C,21,0.99
YHR199C,21,0.99
YPR168W,21,0.99
YNL116W,21,0.99
YOR106W,21,0.99
YPR052C,21,0.99
YDL165W,21,0.99
YJL004C,21,0.99
YFL062W,21,0.99
YJR116W,21,0.99
YKL059C,21,0.99
YPR037C,21,0.99
YNL176C,21,0.99
YIR023W,21,0.99
YNL321W,21,0.99
YKL132C,21,0.99
YCR066W,21,0.99
YLR426W,21,0.99
YGR020C,21,0.99
YLR316C,21,0.99
YDR285W,21,0.99
YBL018C,21,0.99
YPL178W,21,0.99
YOR081C,21,0.99
YNR013C,21,0.99
YOR315W,21,0.99
YDL092W,21,0.99
YMR236W,21,0.99
YKL207W,21,0.99
YOR073W,21,0.99
YDL230W,21,0.99
YOR278W,21,0.99
YJL178C,21,1
YCR060W,21,1
YHR128W,21,1
YIL077C,21,1
YOR079C,21,1
YGR070W,21,1
YJR077C,21,1
YMR043W,21,1
YML012W,21,1
YNL223W,21,1
YJR015W,21,1
YHR140W,22,0.8
YJL187C,22,0.84
YGL035C,22,0.84
YPR009W,22,0.85
YDR097C,22,0.85
YKL148C,22,0.85
YMR169C,22,0.85
YLL002W,22,0.86
YLR432W,22,0.87
YBR250W,22,0.87
YLR343W,22,0.87
YJR011C,22,0.88
YIL114C,22,0.88
YGR112W,22,0.88
YLR345W,22,0.89
YDR320C-A,22,0.89
YPL252C,22,0.89
YBR214W,22,0.89
YGR220C,22,0.89
YNL209W,22,0.89
YDL059C,22,0.89
YLR364W,22,0.89
YOR062C,22,0.89
YKL214C,22,0.9
YCL012C,22,0.9
YJL030W,22,0.9
YFR045W,22,0.9
YDR425W,22,0.91
YCR071C,22,0.91
YPR191W,22,0.91
YOR152C,22,0.91
YFR008W,22,0.91
YGL128C,22,0.91
YDR118W,22,0.92
YGL166W,22,0.92
YPR083W,22,0.92
YPR174C,22,0.92
YBR109C,22,0.92
YNL265C,22,0.92
YER029C,22,0.92
YDL179W,22,0.92
YHL020C,22,0.92
YDR524W-C,22,0.93
YKL185W,22,0.93
YDR493W,22,0.93
YJL102W,22,0.93
YML081C-A,22,0.93
YMR123W,22,0.93
YDL103C,22,0.93
YER039C,22,0.93
YPL269W,22,0.93
YHR080C,22,0.93
YOR097C,22,0.93
YNR037C,22,0.93
YLL067C,22,0.93
YPL011C,22,0.93
YGR154C,22,0.94
YBR197C,22,0.94
YNL192W,22,0.94
YML109W,22,0.94
YOR192C-B,22,0.94
YLR300W,22,0.94
YLR066W,22,0.94
YKL023W,22,0.94
YFR036W,22,0.94
YNL027W,22,0.94
YBR039W,22,0.94
YDR461C-A,22,0.94
YOR159C,22,0.94
YKL081W,22,0.94
YOR343W-B,22,0.94
YFL067W,22,0.94
YMR298W,22,0.94
YNL339C,22,0.94
YIL007C,22,0.94
YBL050W,22,0.95
YGL143C,22,0.95
YML114C,22,0.95
YJR067C,22,0.95
YJL079C,22,0.95
YGR287C,22,0.95
YDR148C,22,0.95
YKL003C,22,0.95
YNL018C,22,0.95
YJL101C,22,0.95
YJL005W,22,0.95
YMR244C-A,22,0.95
YLR410W-B,22,0.95
YIL044C,22,0.95
YPL158C,22,0.95
YNL264C,22,0.95
YLR381W,22,0.95
YFL002W-A,22,0.95
YHL031C,22,0.95
YKR019C,22,0.95
YNL254C,22,0.95
