,Model,Comparison,Property,KS stats,KS p-value,Ratio,Mut_sd
264,ADS,SSD,Transcription rate,0.0571463414634146,0.6819643999653234,4,0.1
265,ADS,SSD,Translation rate,0.1470609756097561,0.0025090862182571,4,0.1
266,ADS,SSD,Protein abundance,0.0872073170731707,0.187210947967038,4,0.1
267,ADS,SSD,Divergence ratio,0.1047560975609756,0.066480346622251,4,0.1
268,Minimal,SSD,Transcription rate,0.073280487804878,0.3705514157123907,4,0.1
269,Minimal,SSD,Translation rate,0.1530609756097561,0.0014410448533518,4,0.1
270,Minimal,SSD,Protein abundance,0.1075243902439024,0.0554885061675572,4,0.1
271,Minimal,SSD,Divergence ratio,0.1054634146341463,0.0635089496531431,4,0.1
272,Mixed,SSD,Transcription rate,0.0760975609756097,0.3261548621450633,4,0.1
273,Mixed,SSD,Translation rate,0.2160609756097561,1.0870012426833495e-06,4,0.1
274,Mixed,SSD,Protein abundance,0.1068292682926829,0.0580903982318383,4,0.1
275,Mixed,SSD,Divergence ratio,0.1640487804878048,0.0004924064811604,4,0.1
276,No Cost,SSD,Transcription rate,0.039280487804878,0.96567698493452,4,0.1
277,No Cost,SSD,Translation rate,0.1865609756097561,4.306447065904884e-05,4,0.1
278,No Cost,SSD,Protein abundance,0.1123292682926829,0.0401007741942739,4,0.1
279,No Cost,SSD,Divergence ratio,0.1675487804878049,0.0003442619408648,4,0.1
280,ADS,SSD,Transcription rate,0.0582195121951219,0.6597230607980706,4,0.1
281,ADS,SSD,Translation rate,0.1560609756097561,0.0010829388184068,4,0.1
282,ADS,SSD,Protein abundance,0.1033780487804878,0.0726063732448343,4,0.1
283,ADS,SSD,Divergence ratio,0.1230487804878048,0.0184591652751545,4,0.1
284,Minimal,SSD,Transcription rate,0.0857195121951219,0.2025964876721839,4,0.1
285,Minimal,SSD,Translation rate,0.174560975609756,0.0001642260902873,4,0.1
286,Minimal,SSD,Protein abundance,0.1198780487804878,0.0233925177440629,4,0.1
287,Minimal,SSD,Divergence ratio,0.1225487804878048,0.0191695915501697,4,0.1
288,Mixed,SSD,Transcription rate,0.0675975609756097,0.4709579377525505,5,0.1
289,Mixed,SSD,Translation rate,0.2570609756097561,2.5750391818846197e-09,5,0.1
290,Mixed,SSD,Protein abundance,0.1100243902439024,0.0469441515104486,5,0.1
291,Mixed,SSD,Divergence ratio,0.1815487804878048,7.615993208254235e-05,5,0.1
292,No Cost,SSD,Transcription rate,0.0468414634146341,0.8766676236986704,5,0.1
293,No Cost,SSD,Translation rate,0.225890243902439,2.8189164080760776e-07,5,0.1
294,No Cost,SSD,Protein abundance,0.1015243902439024,0.0815986631655354,5,0.1
295,No Cost,SSD,Divergence ratio,0.1790487804878048,0.0001006122706267,5,0.1
296,ADS,SSD,Transcription rate,0.0550853658536585,0.7243726776906286,5,0.1
297,ADS,SSD,Translation rate,0.1980609756097561,1.0961507261764147e-05,5,0.1
298,ADS,SSD,Protein abundance,0.1032073170731707,0.0733946570347509,5,0.1
299,ADS,SSD,Divergence ratio,0.1442560975609756,0.0032267107770086,5,0.1
300,Minimal,SSD,Transcription rate,0.0655853658536585,0.5095920396089246,5,0.1
301,Minimal,SSD,Translation rate,0.2015609756097561,7.108247274678625e-06,5,0.1
302,Minimal,SSD,Protein abundance,0.1015243902439024,0.0815986631655354,5,0.1
303,Minimal,SSD,Divergence ratio,0.1425487804878048,0.0037515923407085,5,0.1
304,Mixed,SSD,Transcription rate,0.0585853658536585,0.6520802476116843,5,0.1
305,Mixed,SSD,Translation rate,0.2300609756097561,1.5599254632459036e-07,5,0.1
306,Mixed,SSD,Protein abundance,0.1088292682926829,0.0508758458884389,5,0.1
307,Mixed,SSD,Divergence ratio,0.1793536585365853,9.72741701865676e-05,5,0.1
308,No Cost,SSD,Transcription rate,0.0416585365853658,0.944373049392993,5,0.1
309,No Cost,SSD,Translation rate,0.2165609756097561,1.0163975999732957e-06,5,0.1
310,No Cost,SSD,Protein abundance,0.1040243902439024,0.0696736300534561,5,0.1
311,No Cost,SSD,Divergence ratio,0.1850487804878048,5.12333823898814e-05,5,0.1
312,ADS,SSD,Transcription rate,0.0486463414634146,0.8470217596464166,5,0.1
313,ADS,SSD,Translation rate,0.1955609756097561,1.4864779328327415e-05,5,0.1
314,ADS,SSD,Protein abundance,0.1048292682926829,0.0661650343147185,5,0.1
315,ADS,SSD,Divergence ratio,0.1543536585365853,0.0012749834641169,5,0.1
316,Minimal,SSD,Transcription rate,0.0500853658536585,0.8215814797641302,5,0.1
317,Minimal,SSD,Translation rate,0.2075609756097561,3.3219435257025864e-06,5,0.1
318,Minimal,SSD,Protein abundance,0.1045243902439024,0.0674753495044087,5,0.1
319,Minimal,SSD,Divergence ratio,0.1518536585365853,0.0016140340024972,5,0.1
320,Mixed,SSD,Transcription rate,0.0589390243902439,0.6447380322394285,5,0.1
321,Mixed,SSD,Translation rate,0.232390243902439,1.115780252636256e-07,5,0.1
322,Mixed,SSD,Protein abundance,0.1058780487804878,0.0618188024166422,5,0.1
323,Mixed,SSD,Divergence ratio,0.1853536585365853,4.947603280625046e-05,5,0.1
324,No Cost,SSD,Transcription rate,0.0553414634146341,0.7191560339950678,5,0.1
325,No Cost,SSD,Translation rate,0.2270609756097561,2.390035733768059e-07,5,0.1
326,No Cost,SSD,Protein abundance,0.1193292682926829,0.0243561576684113,5,0.1
327,No Cost,SSD,Divergence ratio,0.1813536585365853,7.78443460014433e-05,5,0.1
328,ADS,SSD,Transcription rate,0.0546463414634146,0.7332956484648571,5,0.1
329,ADS,SSD,Translation rate,0.1935609756097561,1.891237471163265e-05,5,0.1
330,ADS,SSD,Protein abundance,0.1038780487804878,0.0703294908843406,5,0.1
331,ADS,SSD,Divergence ratio,0.1453536585365853,0.0029259099991894,5,0.1
332,Minimal,SSD,Transcription rate,0.0720853658536585,0.3904964783745902,5,0.1
333,Minimal,SSD,Translation rate,0.1995609756097561,9.113136148486412e-06,5,0.1
334,Minimal,SSD,Protein abundance,0.1180243902439024,0.0267896307695066,5,0.1
335,Minimal,SSD,Divergence ratio,0.1478536585365853,0.0023347895367986,5,0.1
336,Mixed,SSD,Transcription rate,0.0637195121951219,0.5466039655707974,6,0.1
337,Mixed,SSD,Translation rate,0.274890243902439,1.3189727088303016e-10,6,0.1
338,Mixed,SSD,Protein abundance,0.1161097560975609,0.0307483575249701,6,0.1
339,Mixed,SSD,Divergence ratio,0.1945487804878048,1.6797637031440438e-05,6,0.1
340,No Cost,SSD,Transcription rate,0.0445853658536585,0.9095496016219496,6,0.1
341,No Cost,SSD,Translation rate,0.236060975609756,6.529727947235386e-08,6,0.1
342,No Cost,SSD,Protein abundance,0.1068292682926829,0.0580903982318383,6,0.1
343,No Cost,SSD,Divergence ratio,0.1865487804878048,4.312556312346949e-05,6,0.1
344,ADS,SSD,Transcription rate,0.0530853658536585,0.7645401716068578,6,0.1
345,ADS,SSD,Translation rate,0.2125609756097561,1.7315737342871174e-06,6,0.1
346,ADS,SSD,Protein abundance,0.0913780487804878,0.148933675034857,6,0.1
347,ADS,SSD,Divergence ratio,0.1590487804878048,0.0008102043444181,6,0.1
348,Minimal,SSD,Transcription rate,0.0575853658536585,0.6728599677734026,6,0.1
349,Minimal,SSD,Translation rate,0.2240609756097561,3.640618413403018e-07,6,0.1
350,Minimal,SSD,Protein abundance,0.1068292682926829,0.0580903982318383,6,0.1
351,Minimal,SSD,Divergence ratio,0.1743536585365853,0.0001679315700423,6,0.1
352,Mixed,SSD,Transcription rate,0.0441463414634146,0.9153735865147852,6,0.1
353,Mixed,SSD,Translation rate,0.2445853658536585,1.8204670770849415e-08,6,0.1
354,Mixed,SSD,Protein abundance,0.1053292682926829,0.0640615832399245,6,0.1
355,Mixed,SSD,Divergence ratio,0.1980487804878049,1.097862565735408e-05,6,0.1
356,No Cost,SSD,Transcription rate,0.0471585365853658,0.8716335848530539,6,0.1
357,No Cost,SSD,Translation rate,0.253890243902439,4.277262211083155e-09,6,0.1
358,No Cost,SSD,Protein abundance,0.1065243902439024,0.0592630741205754,6,0.1
359,No Cost,SSD,Divergence ratio,0.1938536585365853,1.8260838760775225e-05,6,0.1
360,ADS,SSD,Transcription rate,0.0475853658536585,0.8647646445996996,6,0.1
361,ADS,SSD,Translation rate,0.2265609756097561,2.564730565701723e-07,6,0.1
362,ADS,SSD,Protein abundance,0.1088292682926829,0.0508758458884389,6,0.1
363,ADS,SSD,Divergence ratio,0.1733536585365853,0.0001869558122779,6,0.1
364,Minimal,SSD,Transcription rate,0.041280487804878,0.9481766841814168,6,0.1
365,Minimal,SSD,Translation rate,0.1965609756097561,1.3165897123079697e-05,6,0.1
366,Minimal,SSD,Protein abundance,0.0969024390243902,0.1081742180747453,6,0.1
367,Minimal,SSD,Divergence ratio,0.1593536585365853,0.0007863332618983,6,0.1
368,Mixed,SSD,Transcription rate,0.0662195121951219,0.4972788630398664,6,0.1
369,Mixed,SSD,Translation rate,0.2495609756097561,8.446282229179758e-09,6,0.1
370,Mixed,SSD,Protein abundance,0.1198780487804878,0.0233925177440629,6,0.1
371,Mixed,SSD,Divergence ratio,0.1947560975609756,1.6382851643736984e-05,6,0.1
372,No Cost,SSD,Transcription rate,0.0471463414634146,0.8718478596851775,6,0.1
373,No Cost,SSD,Translation rate,0.241280487804878,3.003645865362614e-08,6,0.1
374,No Cost,SSD,Protein abundance,0.1095243902439024,0.0485556059152727,6,0.1
375,No Cost,SSD,Divergence ratio,0.1900487804878048,2.8691488574761337e-05,6,0.1
376,ADS,SSD,Transcription rate,0.0672195121951219,0.4781168253540362,6,0.1
377,ADS,SSD,Translation rate,0.2170609756097561,9.502270276184888e-07,6,0.1
378,ADS,SSD,Protein abundance,0.1233780487804878,0.0180041926174525,6,0.1
379,ADS,SSD,Divergence ratio,0.1798536585365853,9.202539300412482e-05,6,0.1
380,Minimal,SSD,Transcription rate,0.0640853658536585,0.5392517880418233,6,0.1
381,Minimal,SSD,Translation rate,0.205560975609756,4.291666015343587e-06,6,0.1
382,Minimal,SSD,Protein abundance,0.1065243902439024,0.0592630741205754,6,0.1
383,Minimal,SSD,Divergence ratio,0.1663536585365853,0.0003893534955583,6,0.1
384,Mixed,SSD,Transcription rate,0.0564390243902439,0.6966096231609975,7,0.1
385,Mixed,SSD,Translation rate,0.273390243902439,1.7075829639168203e-10,7,0.1
386,Mixed,SSD,Protein abundance,0.1129756097560975,0.0383448431467199,7,0.1
387,Mixed,SSD,Divergence ratio,0.2045487804878048,4.881377965171296e-06,7,0.1
388,No Cost,SSD,Transcription rate,0.0461463414634146,0.8873192837603782,7,0.1
389,No Cost,SSD,Translation rate,0.2515609756097561,6.175445044220851e-09,7,0.1
390,No Cost,SSD,Protein abundance,0.1118780487804878,0.0413675148650185,7,0.1
391,No Cost,SSD,Divergence ratio,0.1970487804878049,1.240694357929062e-05,7,0.1
392,ADS,SSD,Transcription rate,0.0466463414634146,0.8796974130160785,7,0.1
393,ADS,SSD,Translation rate,0.2215609756097561,5.147008739214698e-07,7,0.1
394,ADS,SSD,Protein abundance,0.1025243902439024,0.0766368420558603,7,0.1
395,ADS,SSD,Divergence ratio,0.1718536585365853,0.0002193495707868,7,0.1
396,Minimal,SSD,Transcription rate,0.0555853658536585,0.7141548495196717,7,0.1
397,Minimal,SSD,Translation rate,0.224890243902439,3.243040601619285e-07,7,0.1
398,Minimal,SSD,Protein abundance,0.1225243902439024,0.01920470404945,7,0.1
399,Minimal,SSD,Divergence ratio,0.1823536585365853,6.957138253294026e-05,7,0.1
400,Mixed,SSD,Transcription rate,0.049280487804878,0.8359763076677688,7,0.1
401,Mixed,SSD,Translation rate,0.2780609756097561,7.591105521953523e-11,7,0.1
402,Mixed,SSD,Protein abundance,0.0985,0.0982755610708411,7,0.1
403,Mixed,SSD,Divergence ratio,0.2010487804878049,7.577709324579906e-06,7,0.1
404,No Cost,SSD,Transcription rate,0.0461463414634146,0.8873192837603782,7,0.1
405,No Cost,SSD,Translation rate,0.2800853658536585,5.328737451293364e-11,7,0.1
406,No Cost,SSD,Protein abundance,0.1108292682926829,0.044447799736094,7,0.1
407,No Cost,SSD,Divergence ratio,0.2070487804878048,3.5484316098788327e-06,7,0.1
408,ADS,SSD,Transcription rate,0.0616463414634146,0.5887089679042561,7,0.1
409,ADS,SSD,Translation rate,0.2495609756097561,8.446282229179758e-09,7,0.1
410,ADS,SSD,Protein abundance,0.0990243902439024,0.0951978338348495,7,0.1
411,ADS,SSD,Divergence ratio,0.1875487804878048,3.841602332832483e-05,7,0.1
412,Minimal,SSD,Transcription rate,0.0489512195121951,0.8417459611685183,7,0.1
413,Minimal,SSD,Translation rate,0.2335609756097561,9.412747703496649e-08,7,0.1
414,Minimal,SSD,Protein abundance,0.0995243902439024,0.0923361971020771,7,0.1
415,Minimal,SSD,Divergence ratio,0.1762560975609756,0.0001366825958454,7,0.1
416,Mixed,SSD,Transcription rate,0.0552195121951219,0.7216816780232088,7,0.1
417,Mixed,SSD,Translation rate,0.2635609756097561,8.925927774683372e-10,7,0.1
418,Mixed,SSD,Protein abundance,0.1123780487804878,0.0399656489966043,7,0.1
419,Mixed,SSD,Divergence ratio,0.2045487804878048,4.881377965171296e-06,7,0.1
420,No Cost,SSD,Transcription rate,0.0451585365853658,0.9016584861551415,7,0.1
421,No Cost,SSD,Translation rate,0.2355975609756097,6.993364431995276e-08,7,0.1
422,No Cost,SSD,Protein abundance,0.1083292682926829,0.0526029378275588,7,0.1
423,No Cost,SSD,Divergence ratio,0.2165487804878048,1.0182515776113732e-06,7,0.1
424,ADS,SSD,Transcription rate,0.0650975609756097,0.519169272465739,7,0.1
425,ADS,SSD,Translation rate,0.2285609756097561,1.93228253397848e-07,7,0.1
426,ADS,SSD,Protein abundance,0.1315243902439024,0.0095060620417088,7,0.1
427,ADS,SSD,Divergence ratio,0.1725487804878048,0.0002037273213613,7,0.1
428,Minimal,SSD,Transcription rate,0.049280487804878,0.8359763076677688,7,0.1
429,Minimal,SSD,Translation rate,0.215390243902439,1.1891983620060389e-06,7,0.1
430,Minimal,SSD,Protein abundance,0.1050243902439024,0.0653363797459108,7,0.1
431,Minimal,SSD,Divergence ratio,0.1730487804878048,0.0001931479700495,7,0.1
432,Mixed,SSD,Transcription rate,0.0481463414634146,0.8555007956893407,8,0.1
433,Mixed,SSD,Translation rate,0.3050609756097561,5.297984273511247e-13,8,0.1
434,Mixed,SSD,Protein abundance,0.1073292682926829,0.0562090639182162,8,0.1
435,Mixed,SSD,Divergence ratio,0.2190487804878048,7.260908360118279e-07,8,0.1
436,No Cost,SSD,Transcription rate,0.0411463414634146,0.949508469421215,8,0.1
437,No Cost,SSD,Translation rate,0.2705609756097561,2.7639646127397555e-10,8,0.1
438,No Cost,SSD,Protein abundance,0.1065243902439024,0.0592630741205754,8,0.1
439,No Cost,SSD,Divergence ratio,0.2108536585365853,2.1670910568261093e-06,8,0.1
440,ADS,SSD,Transcription rate,0.0461463414634146,0.8873192837603782,8,0.1
441,ADS,SSD,Translation rate,0.241390243902439,2.955341438237724e-08,8,0.1
442,ADS,SSD,Protein abundance,0.1003292682926829,0.0878821172255244,8,0.1
443,ADS,SSD,Divergence ratio,0.1798536585365853,9.202539300412482e-05,8,0.1
444,Minimal,SSD,Transcription rate,0.0451463414634146,0.9018476077474658,8,0.1
445,Minimal,SSD,Translation rate,0.258890243902439,1.918292635849639e-09,8,0.1
446,Minimal,SSD,Protein abundance,0.0995243902439024,0.0923361971020771,8,0.1
447,Minimal,SSD,Divergence ratio,0.1805487804878048,8.51729771730314e-05,8,0.1
448,Mixed,SSD,Transcription rate,0.0580853658536585,0.6624741964821101,8,0.1
449,Mixed,SSD,Translation rate,0.309890243902439,2.0738966099997927e-13,8,0.1
450,Mixed,SSD,Protein abundance,0.0955243902439024,0.1173648831818333,8,0.1
451,Mixed,SSD,Divergence ratio,0.2113536585365853,2.029727567909312e-06,8,0.1
452,No Cost,SSD,Transcription rate,0.0366463414634146,0.9821708017796388,8,0.1
453,No Cost,SSD,Translation rate,0.2855609756097561,2.007882748955581e-11,8,0.1
454,No Cost,SSD,Protein abundance,0.1115243902439024,0.0423844977538784,8,0.1
455,No Cost,SSD,Divergence ratio,0.2238536585365853,3.7477323699963705e-07,8,0.1
456,ADS,SSD,Transcription rate,0.0510853658536585,0.8031048722575844,8,0.1
457,ADS,SSD,Translation rate,0.2570609756097561,2.5750391818846197e-09,8,0.1
458,ADS,SSD,Protein abundance,0.1020243902439024,0.0790849286711857,8,0.1
459,ADS,SSD,Divergence ratio,0.1960487804878048,1.4012166603127874e-05,8,0.1
460,Minimal,SSD,Transcription rate,0.0404512195121951,0.9559851902789006,8,0.1
461,Minimal,SSD,Translation rate,0.258890243902439,1.918292635849639e-09,8,0.1
462,Minimal,SSD,Protein abundance,0.0998780487804878,0.0903576683771011,8,0.1
463,Minimal,SSD,Divergence ratio,0.2000487804878049,8.579948728604236e-06,8,0.1
464,Mixed,SSD,Transcription rate,0.0447195121951219,0.9077810778286632,8,0.1
465,Mixed,SSD,Translation rate,0.286890243902439,1.583255748727197e-11,8,0.1
466,Mixed,SSD,Protein abundance,0.1153292682926829,0.0325052288018884,8,0.1
467,Mixed,SSD,Divergence ratio,0.2220487804878048,4.813329891328877e-07,8,0.1
468,No Cost,SSD,Transcription rate,0.0486585365853658,0.8467913947591426,8,0.1
469,No Cost,SSD,Translation rate,0.2645975609756097,7.530486234585965e-10,8,0.1
470,No Cost,SSD,Protein abundance,0.1138780487804878,0.0360054536177435,8,0.1
471,No Cost,SSD,Divergence ratio,0.2084634146341463,2.956843831003475e-06,8,0.1
472,ADS,SSD,Transcription rate,0.0470853658536585,0.8728064429802508,8,0.1
473,ADS,SSD,Translation rate,0.2465609756097561,1.34438564725059e-08,8,0.1
474,ADS,SSD,Protein abundance,0.1103292682926829,0.0459849599015236,8,0.1
475,ADS,SSD,Divergence ratio,0.1953536585365853,1.5242784316082949e-05,8,0.1
476,Minimal,SSD,Transcription rate,0.0479390243902439,0.8589705402203639,8,0.1
477,Minimal,SSD,Translation rate,0.243280487804878,2.2201091187668e-08,8,0.1
478,Minimal,SSD,Protein abundance,0.1123292682926829,0.0401007741942739,8,0.1
479,Minimal,SSD,Divergence ratio,0.1910487804878048,2.550161162484521e-05,8,0.1
480,Mixed,SSD,Transcription rate,0.038670731707317,0.9701362619386548,9,0.1
481,Mixed,SSD,Translation rate,0.3210609756097561,2.2315482794965646e-14,9,0.1
482,Mixed,SSD,Protein abundance,0.1013780487804878,0.0823485288508709,9,0.1
483,Mixed,SSD,Divergence ratio,0.2350487804878048,7.577777216827286e-08,9,0.1
484,No Cost,SSD,Transcription rate,0.0496585365853658,0.8292614533357276,9,0.1
485,No Cost,SSD,Translation rate,0.2790853658536585,6.353018111582287e-11,9,0.1
486,No Cost,SSD,Protein abundance,0.1064024390243902,0.0597363905414431,9,0.1
487,No Cost,SSD,Divergence ratio,0.2135487804878048,1.5198037786046117e-06,9,0.1
488,ADS,SSD,Transcription rate,0.0455853658536585,0.8955775302738237,9,0.1
489,ADS,SSD,Translation rate,0.2710609756097561,2.5387802971010837e-10,9,0.1
490,ADS,SSD,Protein abundance,0.0983780487804878,0.0990084672161292,9,0.1
491,ADS,SSD,Divergence ratio,0.1937560975609756,1.8475588786537323e-05,9,0.1
492,Minimal,SSD,Transcription rate,0.0480853658536585,0.8565118157387077,9,0.1
493,Minimal,SSD,Translation rate,0.2735609756097561,1.6557677451345398e-10,9,0.1
494,Minimal,SSD,Protein abundance,0.1058780487804878,0.0618188024166422,9,0.1
495,Minimal,SSD,Divergence ratio,0.1910487804878048,2.550161162484521e-05,9,0.1
496,Mixed,SSD,Transcription rate,0.0681463414634146,0.4606709321664071,9,0.1
497,Mixed,SSD,Translation rate,0.320890243902439,2.2315482794965646e-14,9,0.1
498,Mixed,SSD,Protein abundance,0.1113292682926829,0.0429554144539987,9,0.1
499,Mixed,SSD,Divergence ratio,0.2133536585365853,1.559493422953473e-06,9,0.1
500,No Cost,SSD,Transcription rate,0.0466463414634146,0.8796974130160785,9,0.1
501,No Cost,SSD,Translation rate,0.2935609756097561,4.661382391191182e-12,9,0.1
502,No Cost,SSD,Protein abundance,0.1083292682926829,0.0526029378275588,9,0.1
503,No Cost,SSD,Divergence ratio,0.2250487804878048,3.172326245026724e-07,9,0.1
504,ADS,SSD,Transcription rate,0.0466463414634146,0.8796974130160785,9,0.1
505,ADS,SSD,Translation rate,0.2651829268292683,6.827245435658823e-10,9,0.1
506,ADS,SSD,Protein abundance,0.0963780487804878,0.1116036050790361,9,0.1
507,ADS,SSD,Divergence ratio,0.1960487804878048,1.4012166603127874e-05,9,0.1
508,Minimal,SSD,Transcription rate,0.0416463414634146,0.944511144072114,9,0.1
509,Minimal,SSD,Translation rate,0.257390243902439,2.4442251556067163e-09,9,0.1
510,Minimal,SSD,Protein abundance,0.1035243902439024,0.0719324660888809,9,0.1
511,Minimal,SSD,Divergence ratio,0.1988536585365853,9.944486412560847e-06,9,0.1
512,Mixed,SSD,Transcription rate,0.0384390243902439,0.9717436772386148,9,0.1
513,Mixed,SSD,Translation rate,0.280890243902439,4.6254111651933265e-11,9,0.1
514,Mixed,SSD,Protein abundance,0.1023780487804878,0.0773479675762002,9,0.1
515,Mixed,SSD,Divergence ratio,0.2295487804878049,1.6789454215793145e-07,9,0.1
516,No Cost,SSD,Transcription rate,0.0480609756097561,0.8569040532867697,9,0.1
517,No Cost,SSD,Translation rate,0.277390243902439,8.548595165080997e-11,9,0.1
518,No Cost,SSD,Protein abundance,0.1073292682926829,0.0562090639182162,9,0.1
519,No Cost,SSD,Divergence ratio,0.2210487804878048,5.52383617513641e-07,9,0.1
520,ADS,SSD,Transcription rate,0.0460853658536585,0.8882212733598007,9,0.1
521,ADS,SSD,Translation rate,0.2620975609756097,1.1374448050105455e-09,9,0.1
522,ADS,SSD,Protein abundance,0.1218780487804878,0.0201606926747074,9,0.1
523,ADS,SSD,Divergence ratio,0.2160487804878048,1.0889760122534398e-06,9,0.1
524,Minimal,SSD,Transcription rate,0.0410853658536585,0.9500857525787942,9,0.1
525,Minimal,SSD,Translation rate,0.259890243902439,1.6308200345704902e-09,9,0.1
526,Minimal,SSD,Protein abundance,0.1088292682926829,0.0508758458884389,9,0.1
527,Minimal,SSD,Divergence ratio,0.2145487804878048,1.3307275170681976e-06,9,0.1
